type,theme,niveau,question,options_json,answer_index,explication,lesson_category_slug,lesson_titre
qcm,Comparatif,A2,Paul court ___ que moi.,"[""mieux"", ""meilleur"", ""plus bon"", ""plus bien""]",0,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""le moins"", ""meilleure""]",0,Comparatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette methode est ___ rapide que la precedente.,"[""moins"", ""plus"", ""le plus"", ""meilleure""]",0,Comparatif d'inferiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Mon niveau est ___ bon que le tien.,"[""moins"", ""mieux"", ""meilleure"", ""aussi""]",3,Comparatif d'egalite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Il travaille ___ que moi.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",2,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est le candidat ___ prepare du groupe.,"[""meilleure"", ""le plus"", ""plus"", ""le moins""]",1,Superlatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est l'exercice ___ long.,"[""moins"", ""meilleur"", ""mieux"", ""le moins""]",3,Superlatif d'inferiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette solution est ___ que l'ancienne.,"[""mieux"", ""aussi"", ""meilleure"", ""le moins""]",2,Comparatif de bon -> meilleur. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Leur argument est ___ convaincant que le notre.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",3,Comparatif standard. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""mieux"", ""meilleur""]",0,Comparatif de superiorite: plus ... que. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Paul court ___ que moi.,"[""mieux"", ""meilleur"", ""plus bon"", ""plus bien""]",0,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""le moins"", ""meilleure""]",0,Comparatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette methode est ___ rapide que la precedente.,"[""moins"", ""plus"", ""le plus"", ""meilleure""]",0,Comparatif d'inferiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Mon niveau est ___ bon que le tien.,"[""moins"", ""mieux"", ""meilleure"", ""aussi""]",3,Comparatif d'egalite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Il travaille ___ que moi.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",2,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est le candidat ___ prepare du groupe.,"[""meilleure"", ""le plus"", ""plus"", ""le moins""]",1,Superlatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est l'exercice ___ long.,"[""moins"", ""meilleur"", ""mieux"", ""le moins""]",3,Superlatif d'inferiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette solution est ___ que l'ancienne.,"[""mieux"", ""aussi"", ""meilleure"", ""le moins""]",2,Comparatif de bon -> meilleur. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Leur argument est ___ convaincant que le notre.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",3,Comparatif standard. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Tu vas a la bibliotheque? Oui, j'___ vais.","[""en"", ""y"", ""la"", ""leur""]",1,Lieu introduit par a -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,"Tu as besoin de ce livre? Oui, j'___ ai besoin.","[""y"", ""en"", ""le"", ""lui""]",1,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms y et en
qcm,Pronoms,B1,Complete: Je vois Marie. Je ___ vois.,"[""la"", ""lui"", ""en"", ""les""]",0,COD feminin singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je vois Paul et Luc. Je ___ vois.,"[""les"", ""y"", ""en"", ""leur""]",0,COD pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mon professeur. Je ___ parle.,"[""y"", ""les"", ""en"", ""lui""]",3,COI singulier. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je parle a mes parents. Je ___ parle.,"[""la"", ""en"", ""les"", ""leur""]",3,COI pluriel. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu vas a la bibliotheque ? Oui, j'___ vais.","[""le"", ""y"", ""en"", ""leur""]",1,Lieu introduit par a. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,"Complete: Tu as besoin de ce livre ? Oui, j'___ ai besoin.","[""les"", ""y"", ""en"", ""le""]",2,Besoin de -> en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Nous pensons a cet exercice. Nous ___ pensons.,"[""les"", ""le"", ""lui"", ""y""]",3,Penser a + chose -> y. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Je prends trois stylos. J'___ prends trois.,"[""y"", ""en"", ""la"", ""lui""]",1,Quantite + en. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Il aide ses amis. Il ___ aide.,"[""le"", ""y"", ""leur"", ""les""]",3,Aider + COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Complete: Elle telephone a sa soeur. Elle ___ telephone.,"[""y"", ""lui"", ""les"", ""le""]",1,Telephoner a + COI. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je parle a mes parents. Je ___ parle.,"[""les"", ""leur"", ""lui"", ""en""]",1,COI pluriel: leur. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Pronoms,B1,Je vois mes amis. Je ___ vois.,"[""leur"", ""les"", ""en"", ""lui""]",1,COD pluriel: les. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms COD et COI
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
